Trip_ID,City,Country,Region,Latitude,Longitude,Currency,Travel_Date,Duration_Days,No_of_Travelers,Budget_Per_Person_USD,Total_Budget_USD,Travel_Type,Airline,Accommodation_Type,Season,Transport_Mode,Visa_Type,Rating,Trip_Purpose,Distance_KM
TRIP-000133,Bangkok,Thailand,Asia,13.7563,100.5018,THB,05-09-2021,22,5,3203.66,16018.3,Backpacking,British Airways,Guest House,Spring,Motorbike,E-Visa,4,Wildlife Safari,2583
TRIP-000134,Copenhagen,Denmark,Europe,55.6761,12.5683,DKK,23-08-2018,3,7,3760.45,26323.15,Adventure,Thai Airways,Homestay,Winter,Flight,Business Visa,2,Beach,14296.6
TRIP-000135,Santorini,Greece,Europe,36.3932,25.4615,EUR,09-02-2022,12,7,9504.78,66533.46,Backpacking,British Airways,Resort,Winter,Train,E-Visa,1,Hiking,9115.9
TRIP-000136,Riyadh,Saudi Arabia,Middle East,24.7136,46.6753,SAR,12-02-2022,13,6,6565.7,39394.2,Business,Air India,3-Star Hotel,Winter,Bicycle,E-Visa,2.5,Beach,14411.7
TRIP-000137,Madrid,Spain,Europe,40.4168,-3.7038,EUR,02-12-2020,23,8,2302.79,18422.32,Backpacking,Lufthansa,4-Star Hotel,Summer,Train,Visa Free,3,Hiking,10440.3
TRIP-000138,Cartagena,Colombia,South America,10.391,-75.4794,COP,29-12-2022,3,6,6744.83,40468.98,Family,Korean Air,Airbnb,Summer,Bus,On Arrival,1.5,Diving,8295
TRIP-000139,Bali,Indonesia,Asia,-8.3405,115.092,IDR,13-05-2019,7,3,2520.01,7560.03,Luxury,Delta,Resort,Winter,Bus,E-Visa,4.5,Beach,491.6
TRIP-000140,Amsterdam,Netherlands,Europe,52.3676,4.9041,EUR,20-06-2021,13,8,5351.82,42814.56,Leisure,Singapore Airlines,Resort,Spring,Walking Tour,Visa Free,4,Diving,12367.8
TRIP-000141,Kathmandu,Nepal,Asia,27.7172,85.324,NPR,10-06-2019,29,9,6469.98,58229.82,Adventure,Turkish Airlines,Camping,Spring,Train,E-Visa,2,Hiking,11539.9
TRIP-000142,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,06-11-2019,6,6,9360.43,56162.58,Luxury,Korean Air,Airbnb,Spring,Cruise,Business Visa,2.5,Diving,5255.7
TRIP-000143,Copenhagen,Denmark,Europe,55.6761,12.5683,DKK,28-05-2019,21,5,6221.4,31107,Adventure,Delta,Homestay,Summer,Bus,Transit Visa,1.5,Photography,7588.3
TRIP-000144,Cusco,Peru,South America,-13.5319,-71.9675,PEN,14-10-2024,11,10,603.7,6037,Budget,Air France,Hostel,Winter,Flight,Visa Free,1,Diving,1310.2
TRIP-000145,Oslo,Norway,Europe,59.9139,10.7522,NOK,22-05-2021,16,4,8085.94,32343.76,Leisure,Air India,5-Star Hotel,Summer,Walking Tour,Visa Free,4,Skiing,4531.8
TRIP-000146,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,15-04-2020,11,10,1607.95,16079.5,Solo,Turkish Airlines,3-Star Hotel,Autumn,Train,On Arrival,3.5,Food Tour,11039.6
TRIP-000147,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,17-05-2019,9,8,2629.61,21036.88,Group Tour,Thai Airways,Homestay,Winter,Car Rental,Business Visa,1.5,Shopping,854
TRIP-000148,Tbilisi,Georgia,Europe/Asia,41.6938,44.8015,GEL,04-07-2021,7,3,5083,15249,Family,ANA,5-Star Hotel,Spring,Bicycle,E-Visa,5,Skiing,7055.5
TRIP-000149,Santorini,Greece,Europe,36.3932,25.4615,EUR,31-05-2020,19,6,676.85,4061.1,Backpacking,Air France,Camping,Spring,Train,Visa Free,3,Hiking,7473.9
TRIP-000150,Madrid,Spain,Europe,40.4168,-3.7038,EUR,07-02-2022,25,7,3786.19,26503.33,Luxury,Lufthansa,Resort,Autumn,Train,Visa Free,4,Diving,862.2
TRIP-000151,Taipei,Taiwan,Asia,25.033,121.5654,TWD,02-03-2024,9,10,6867.91,68679.1,Leisure,Turkish Airlines,Resort,Autumn,Motorbike,Business Visa,1.5,Food Tour,2017.1
TRIP-000152,Lagos,Nigeria,Africa,6.5244,3.3792,NGN,17-09-2023,13,9,594.5,5350.5,Solo,IndiGo,Guest House,Winter,Bus,E-Visa,1,Diving,2141.8
TRIP-000153,Berlin,Germany,Europe,52.52,13.405,EUR,05-09-2021,30,10,3321.59,33215.9,Family,Delta,Resort,Winter,Cruise,Visa Free,4,Sightseeing,14860.2
TRIP-000154,Rio de Janeiro,Brazil,South America,-22.9068,-43.1729,BRL,18-09-2021,22,2,9803,19606,Business,Delta,Guest House,Autumn,Car Rental,Transit Visa,3,Sightseeing,11971.6
TRIP-000155,Almaty,Kazakhstan,Asia,43.222,76.8512,KZT,22-05-2023,6,9,6364.45,57280.05,Honeymoon,Emirates,Homestay,Spring,Car Rental,Tourist Visa,4,Skiing,2301.9
TRIP-000156,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,12-09-2022,5,7,6966.9,48768.3,Budget,Korean Air,Guest House,Spring,Bus,E-Visa,4,Food Tour,7577.1
TRIP-000157,Amman,Jordan,Middle East,31.9454,35.9284,JOD,24-08-2021,22,8,5349.68,42797.44,Backpacking,Korean Air,Camping,Autumn,Motorbike,Transit Visa,3.5,Cultural,14354.6
TRIP-000158,Johannesburg,South Africa,Africa,-26.2041,28.0473,ZAR,07-06-2023,7,4,2934.26,11737.04,Family,IndiGo,Airbnb,Summer,Walking Tour,On Arrival,3,Skiing,3450.5
TRIP-000159,Kathmandu,Nepal,Asia,27.7172,85.324,NPR,14-04-2024,30,5,3020.34,15101.7,Group Tour,Thai Airways,Resort,Summer,Cruise,Tourist Visa,5,Cultural,5757.4
TRIP-000160,Cartagena,Colombia,South America,10.391,-75.4794,COP,20-11-2018,12,8,6628.53,53028.24,Luxury,Air France,Camping,Autumn,Bus,Tourist Visa,4.5,Photography,3288.4
TRIP-000161,Salzburg,Austria,Europe,47.8095,13.055,EUR,31-07-2024,8,4,697.5,2790,Honeymoon,Emirates,4-Star Hotel,Winter,Motorbike,Transit Visa,5,Skiing,3462.5
TRIP-000162,Mumbai,India,Asia,19.076,72.8777,INR,18-07-2019,1,9,9783.52,88051.68,Backpacking,ANA,Hostel,Autumn,Motorbike,On Arrival,2,Sightseeing,6162.9
TRIP-000163,Tallinn,Estonia,Europe,59.437,24.7536,EUR,02-01-2019,21,10,2475.76,24757.6,Adventure,Turkish Airlines,3-Star Hotel,Spring,Bicycle,Visa Free,1,Hiking,13707.1
TRIP-000164,Krakow,Poland,Europe,50.0647,19.945,PLN,31-03-2021,29,1,290.82,290.82,Solo,Air France,Guest House,Winter,Bus,E-Visa,1.5,Skiing,13934
TRIP-000165,Zurich,Switzerland,Europe,47.3769,8.5417,CHF,29-02-2020,26,2,3440.7,6881.4,Adventure,Emirates,Resort,Autumn,Car Rental,Business Visa,4.5,Photography,9759.5
TRIP-000166,Dakar,Senegal,Africa,14.7167,-17.4677,XOF,19-07-2022,27,7,5249.75,36748.25,Leisure,Singapore Airlines,3-Star Hotel,Winter,Motorbike,Business Visa,1.5,Sightseeing,6072.4
TRIP-000167,Madrid,Spain,Europe,40.4168,-3.7038,EUR,21-04-2022,8,8,7586.82,60694.56,Budget,Emirates,Airbnb,Autumn,Car Rental,Tourist Visa,3.5,Beach,4599
TRIP-000168,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,10-06-2021,6,7,6923.52,48464.64,Family,British Airways,Homestay,Summer,Car Rental,Business Visa,3,Skiing,10385.3
TRIP-000169,Prague,Czech Republic,Europe,50.0755,14.4378,CZK,07-02-2023,24,10,3861.52,38615.2,Luxury,IndiGo,Hostel,Summer,Train,E-Visa,5,Skiing,13700.7
TRIP-000170,Riyadh,Saudi Arabia,Middle East,24.7136,46.6753,SAR,21-01-2022,3,10,1299.65,12996.5,Honeymoon,Delta,Camping,Summer,Bus,On Arrival,5,Diving,13553
TRIP-000171,Kyoto,Japan,Asia,35.0116,135.7681,JPY,22-04-2019,22,4,7225.8,28903.2,Luxury,ANA,5-Star Hotel,Winter,Bus,E-Visa,4.5,Wildlife Safari,1455
TRIP-000172,Manila,Philippines,Asia,14.5995,120.9842,PHP,28-04-2024,2,9,4731.31,42581.79,Group Tour,Air France,5-Star Hotel,Summer,Train,Tourist Visa,3,Wildlife Safari,10876.9
TRIP-000173,Kathmandu,Nepal,Asia,27.7172,85.324,NPR,19-09-2018,18,1,9358.91,9358.91,Backpacking,Emirates,Airbnb,Winter,Bus,Business Visa,1.5,Wildlife Safari,14793.4
TRIP-000174,Rio de Janeiro,Brazil,South America,-22.9068,-43.1729,BRL,16-04-2022,15,7,3881.33,27169.31,Solo,Qatar Airways,3-Star Hotel,Winter,Bus,Transit Visa,5,Food Tour,2081.5
TRIP-000175,Paris,France,Europe,48.8566,2.3522,EUR,04-04-2018,10,8,6800.3,54402.4,Group Tour,Thai Airways,Hostel,Summer,Walking Tour,On Arrival,5,Hiking,6419.5
TRIP-000176,Copenhagen,Denmark,Europe,55.6761,12.5683,DKK,12-02-2020,30,2,515.73,1031.46,Business,Lufthansa,Hostel,Spring,Train,E-Visa,4,Sightseeing,9262.4
TRIP-000177,Taipei,Taiwan,Asia,25.033,121.5654,TWD,14-09-2024,22,1,2598.39,2598.39,Honeymoon,Cathay Pacific,Hostel,Spring,Bus,E-Visa,1,Cultural,6093.8
TRIP-000178,Maldives,Maldives,Asia,3.2028,73.2207,MVR,17-06-2024,11,10,6059.59,60595.9,Adventure,United,Camping,Summer,Bicycle,On Arrival,3.5,Cultural,3629.9
TRIP-000179,Barcelona,Spain,Europe,41.3851,2.1734,EUR,30-03-2024,19,3,6334.73,19004.19,Business,British Airways,Boutique Hotel,Autumn,Bicycle,Visa Free,4,Hiking,8382.2
TRIP-000180,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,22-03-2022,6,9,4840.48,43564.32,Adventure,IndiGo,Guest House,Spring,Bicycle,Visa Free,2.5,Diving,4581
TRIP-000181,Riyadh,Saudi Arabia,Middle East,24.7136,46.6753,SAR,04-07-2019,13,4,2698.96,10795.84,Backpacking,Thai Airways,Resort,Spring,Car Rental,Tourist Visa,3.5,Cultural,9735.9
TRIP-000182,Lima,Peru,South America,-12.0464,-77.0428,PEN,13-10-2024,20,1,8761.48,8761.48,Budget,Air India,Camping,Summer,Walking Tour,Business Visa,2.5,Shopping,12089.3
TRIP-000183,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,04-03-2018,7,4,9628.36,38513.44,Backpacking,Korean Air,Hostel,Summer,Bicycle,Business Visa,1.5,Diving,11228.5
TRIP-000184,Marrakech,Morocco,Africa,31.6295,-7.9811,MAD,05-03-2021,13,8,5429.77,43438.16,Solo,Cathay Pacific,Guest House,Winter,Train,Transit Visa,3.5,Skiing,4695.5
TRIP-000185,Split,Croatia,Europe,43.5081,16.4402,EUR,04-08-2021,30,4,3832.91,15331.64,Honeymoon,Air India,3-Star Hotel,Spring,Cruise,E-Visa,4,Photography,781.2
TRIP-000186,Almaty,Kazakhstan,Asia,43.222,76.8512,KZT,07-09-2022,10,3,2122.68,6368.04,Honeymoon,ANA,Camping,Autumn,Cruise,Visa Free,2.5,Skiing,5759.6
TRIP-000187,Manila,Philippines,Asia,14.5995,120.9842,PHP,21-11-2019,24,6,1858.8,11152.8,Luxury,United,5-Star Hotel,Spring,Train,Transit Visa,5,Sightseeing,7375.9
TRIP-000188,Split,Croatia,Europe,43.5081,16.4402,EUR,27-01-2018,14,3,8456.94,25370.82,Adventure,Emirates,Hostel,Winter,Motorbike,Tourist Visa,2.5,Photography,1112.7
TRIP-000189,Dakar,Senegal,Africa,14.7167,-17.4677,XOF,30-11-2024,30,8,6660.99,53287.92,Luxury,Turkish Airlines,5-Star Hotel,Spring,Cruise,E-Visa,1,Cultural,198.5
TRIP-000190,New York,USA,North America,40.7128,-74.006,USD,20-08-2023,27,7,8100.44,56703.08,Leisure,Cathay Pacific,3-Star Hotel,Summer,Car Rental,E-Visa,2,Diving,1694.5
TRIP-000191,Florence,Italy,Europe,43.7696,11.2558,EUR,22-12-2021,9,7,974.39,6820.73,Honeymoon,Air India,Hostel,Autumn,Train,Transit Visa,4,Sightseeing,6939.1
TRIP-000192,Istanbul,Turkey,Europe/Asia,41.0082,28.9784,TRY,19-07-2022,13,7,5616.47,39315.29,Adventure,Qatar Airways,Guest House,Winter,Motorbike,E-Visa,1,Beach,9587.5
TRIP-000193,Riyadh,Saudi Arabia,Middle East,24.7136,46.6753,SAR,24-06-2018,8,4,9032.47,36129.88,Leisure,United,Airbnb,Spring,Bus,On Arrival,4.5,Sightseeing,4139.3
TRIP-000194,Hong Kong,China,Asia,22.3193,114.1694,HKD,01-08-2024,5,7,9302.97,65120.79,Honeymoon,Delta,Boutique Hotel,Autumn,Bicycle,Transit Visa,3,Hiking,2520.5
TRIP-000195,San Francisco,USA,North America,37.7749,-122.4194,USD,18-11-2018,17,6,726.23,4357.38,Leisure,British Airways,Homestay,Winter,Motorbike,Tourist Visa,4,Cultural,3558.9
TRIP-000196,Taipei,Taiwan,Asia,25.033,121.5654,TWD,03-07-2023,8,6,5619.77,33718.62,Budget,United,Boutique Hotel,Spring,Cruise,Business Visa,4,Beach,6534.5
TRIP-000197,Bangkok,Thailand,Asia,13.7563,100.5018,THB,02-01-2021,5,7,7174.44,50221.08,Solo,British Airways,4-Star Hotel,Spring,Flight,On Arrival,2,Skiing,11120.9
TRIP-000198,Buenos Aires,Argentina,South America,-34.6037,-58.3816,ARS,09-01-2021,4,3,1055.51,3166.53,Luxury,Cathay Pacific,Boutique Hotel,Spring,Flight,Tourist Visa,4,Shopping,6787.8
TRIP-000199,Muscat,Oman,Middle East,23.588,58.3829,OMR,17-01-2019,20,10,7887.5,78875,Group Tour,Turkish Airlines,4-Star Hotel,Summer,Bus,Transit Visa,4,Wildlife Safari,283.9
TRIP-000200,Lisbon,Portugal,Europe,38.7223,-9.1393,EUR,23-07-2019,9,5,2830.39,14151.95,Group Tour,Air France,Boutique Hotel,Autumn,Walking Tour,Tourist Visa,2,Shopping,1042.7
TRIP-000201,Florence,Italy,Europe,43.7696,11.2558,EUR,07-10-2020,24,8,6019.3,48154.4,Adventure,Air France,5-Star Hotel,Winter,Motorbike,E-Visa,2.5,Wildlife Safari,6922.1
TRIP-000202,Nairobi,Kenya,Africa,-1.2921,36.8219,KES,09-12-2022,11,7,8191.66,57341.62,Budget,Air India,Hostel,Winter,Motorbike,Business Visa,2,Wildlife Safari,4576.5
TRIP-000203,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,08-04-2021,24,8,9684.08,77472.64,Family,Thai Airways,Boutique Hotel,Autumn,Train,E-Visa,2.5,Food Tour,4955.7
TRIP-000204,Ulaanbaatar,Mongolia,Asia,47.8864,106.9057,MNT,13-02-2024,6,9,463.78,4174.02,Honeymoon,ANA,Airbnb,Spring,Bicycle,Transit Visa,4.5,Skiing,14150.3
TRIP-000205,Berlin,Germany,Europe,52.52,13.405,EUR,25-05-2021,8,5,6654.9,33274.5,Leisure,ANA,Homestay,Winter,Bicycle,E-Visa,4,Diving,11857.2
TRIP-000206,San Francisco,USA,North America,37.7749,-122.4194,USD,10-09-2022,18,1,7949.06,7949.06,Luxury,Delta,4-Star Hotel,Spring,Car Rental,Transit Visa,3.5,Shopping,10554.4
TRIP-000207,Lisbon,Portugal,Europe,38.7223,-9.1393,EUR,14-11-2024,2,10,9839.36,98393.6,Solo,IndiGo,Boutique Hotel,Spring,Flight,Tourist Visa,4,Cultural,14505.5
TRIP-000208,Bali,Indonesia,Asia,-8.3405,115.092,IDR,23-09-2023,24,9,5668.34,51015.06,Group Tour,ANA,Homestay,Summer,Motorbike,Tourist Visa,2.5,Skiing,6742.1
TRIP-000209,Cairo,Egypt,Africa,30.0444,31.2357,EGP,25-04-2021,14,2,1337.48,2674.96,Solo,ANA,Hostel,Winter,Motorbike,Visa Free,2,Beach,5290.1
TRIP-000210,Kyoto,Japan,Asia,35.0116,135.7681,JPY,28-01-2023,11,2,3142.59,6285.18,Solo,United,4-Star Hotel,Summer,Car Rental,E-Visa,1.5,Hiking,436.5
TRIP-000211,Muscat,Oman,Middle East,23.588,58.3829,OMR,18-10-2019,11,9,4378.42,39405.78,Group Tour,United,3-Star Hotel,Summer,Bicycle,Visa Free,4.5,Sightseeing,3554.6
TRIP-000212,Salzburg,Austria,Europe,47.8095,13.055,EUR,20-11-2024,29,4,4605.84,18423.36,Honeymoon,Lufthansa,Airbnb,Spring,Train,E-Visa,4,Hiking,5893.7
TRIP-000213,Buenos Aires,Argentina,South America,-34.6037,-58.3816,ARS,28-08-2021,7,8,1316.76,10534.08,Solo,Delta,Boutique Hotel,Winter,Train,On Arrival,4.5,Shopping,7963
TRIP-000214,Manila,Philippines,Asia,14.5995,120.9842,PHP,03-12-2024,6,5,9203.09,46015.45,Solo,Qatar Airways,Hostel,Autumn,Train,Business Visa,1.5,Shopping,10114.4
TRIP-000215,San Francisco,USA,North America,37.7749,-122.4194,USD,03-08-2019,17,7,4298.74,30091.18,Group Tour,Singapore Airlines,Guest House,Summer,Bus,Visa Free,2,Cultural,8664.6
TRIP-000216,Berlin,Germany,Europe,52.52,13.405,EUR,06-02-2020,11,8,6270.22,50161.76,Backpacking,Singapore Airlines,Hostel,Winter,Walking Tour,Visa Free,3.5,Skiing,14282.4
TRIP-000217,Phuket,Thailand,Asia,7.8804,98.3923,THB,24-12-2022,16,3,1010.17,3030.51,Honeymoon,Air France,5-Star Hotel,Autumn,Car Rental,E-Visa,1,Cultural,11958.6
TRIP-000218,Lisbon,Portugal,Europe,38.7223,-9.1393,EUR,17-02-2023,19,8,5587.32,44698.56,Family,IndiGo,Camping,Autumn,Flight,Transit Visa,1.5,Skiing,8633.4
TRIP-000219,Abu Dhabi,UAE,Middle East,24.4539,54.3773,AED,14-06-2020,14,2,7412.69,14825.38,Business,ANA,Airbnb,Autumn,Train,Visa Free,2.5,Beach,4535.9
TRIP-000220,Riga,Latvia,Europe,56.9496,24.1052,EUR,28-08-2020,7,10,6953.51,69535.1,Adventure,IndiGo,Hostel,Summer,Flight,E-Visa,4,Shopping,2573.1
TRIP-000221,Doha,Qatar,Middle East,25.2854,51.531,QAR,25-02-2021,20,9,1850.1,16650.9,Family,Thai Airways,Camping,Spring,Bus,Visa Free,3,Sightseeing,4411.1
TRIP-000222,Copenhagen,Denmark,Europe,55.6761,12.5683,DKK,04-06-2019,23,3,2646.84,7940.52,Group Tour,ANA,3-Star Hotel,Autumn,Bicycle,Visa Free,3.5,Skiing,12444.4
TRIP-000223,Singapore,Singapore,Asia,1.3521,103.8198,SGD,17-01-2019,13,9,7548.06,67932.54,Backpacking,British Airways,Homestay,Spring,Train,Transit Visa,3.5,Skiing,6875
TRIP-000224,Dakar,Senegal,Africa,14.7167,-17.4677,XOF,07-01-2022,28,2,7997.64,15995.28,Group Tour,Thai Airways,Hostel,Winter,Cruise,On Arrival,4,Cultural,3345.7
TRIP-000225,Colombo,Sri Lanka,Asia,6.9271,79.8612,LKR,20-02-2024,19,3,5748.19,17244.57,Business,Emirates,4-Star Hotel,Winter,Flight,Tourist Visa,4.5,Hiking,11845.7
TRIP-000226,Kyoto,Japan,Asia,35.0116,135.7681,JPY,13-02-2023,1,7,2182.72,15279.04,Family,Singapore Airlines,Airbnb,Spring,Motorbike,On Arrival,2,Beach,13244
TRIP-000227,Rio de Janeiro,Brazil,South America,-22.9068,-43.1729,BRL,09-11-2019,2,7,6330.92,44316.44,Leisure,Air India,4-Star Hotel,Spring,Car Rental,Visa Free,2.5,Beach,6495.5
TRIP-000228,Toronto,Canada,North America,43.6532,-79.3832,CAD,28-08-2024,8,9,6863.83,61774.47,Solo,Thai Airways,4-Star Hotel,Winter,Bus,Visa Free,1,Beach,220.1
TRIP-000229,Maldives,Maldives,Asia,3.2028,73.2207,MVR,19-04-2022,3,2,1211.38,2422.76,Adventure,Turkish Airlines,3-Star Hotel,Summer,Train,E-Visa,3.5,Photography,13226.7
TRIP-000230,Tokyo,Japan,Asia,35.6762,139.6503,JPY,04-11-2024,21,3,4512.97,13538.91,Adventure,Korean Air,Boutique Hotel,Winter,Car Rental,Tourist Visa,2.5,Beach,9458.4
TRIP-000231,Berlin,Germany,Europe,52.52,13.405,EUR,20-05-2019,19,7,3645.05,25515.35,Adventure,Lufthansa,Airbnb,Spring,Car Rental,E-Visa,4,Photography,4786.1
TRIP-000232,Accra,Ghana,Africa,5.6037,-0.187,GHS,24-10-2024,10,1,8509.34,8509.34,Budget,Cathay Pacific,Hostel,Winter,Cruise,Transit Visa,3,Sightseeing,3161.1
TRIP-000233,Santorini,Greece,Europe,36.3932,25.4615,EUR,21-07-2023,13,2,2562.6,5125.2,Business,British Airways,Resort,Summer,Bicycle,E-Visa,1.5,Wildlife Safari,7971.5
TRIP-000234,Buenos Aires,Argentina,South America,-34.6037,-58.3816,ARS,16-02-2024,22,3,7674.71,23024.13,Leisure,Emirates,Airbnb,Summer,Flight,Tourist Visa,1.5,Wildlife Safari,348.7
TRIP-000235,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,19-03-2021,21,9,7717.68,69459.12,Leisure,United,Camping,Summer,Cruise,Tourist Visa,4,Cultural,10557
TRIP-000236,Bangkok,Thailand,Asia,13.7563,100.5018,THB,26-09-2023,30,4,9748.27,38993.08,Group Tour,Delta,4-Star Hotel,Autumn,Bicycle,Transit Visa,2,Food Tour,8092.2
TRIP-000237,Barcelona,Spain,Europe,41.3851,2.1734,EUR,28-09-2020,3,7,1336.67,9356.69,Adventure,Qatar Airways,5-Star Hotel,Summer,Flight,Business Visa,1,Skiing,4708.4
TRIP-000238,Kathmandu,Nepal,Asia,27.7172,85.324,NPR,13-11-2023,17,5,1836.24,9181.2,Family,Air India,4-Star Hotel,Spring,Motorbike,Visa Free,2,Cultural,11271.7
TRIP-000239,Riyadh,Saudi Arabia,Middle East,24.7136,46.6753,SAR,19-09-2018,9,10,6349.82,63498.2,Solo,Emirates,Guest House,Summer,Motorbike,Business Visa,4.5,Cultural,6882.4
TRIP-000240,Tallinn,Estonia,Europe,59.437,24.7536,EUR,26-02-2019,29,10,6806.38,68063.8,Luxury,Emirates,5-Star Hotel,Spring,Car Rental,Tourist Visa,1.5,Skiing,3503.2
TRIP-000241,Buenos Aires,Argentina,South America,-34.6037,-58.3816,ARS,18-04-2022,30,3,1953.82,5861.46,Group Tour,Lufthansa,Resort,Summer,Bicycle,Transit Visa,1,Shopping,8337.7
TRIP-000242,Zurich,Switzerland,Europe,47.3769,8.5417,CHF,16-11-2018,19,6,1370.13,8220.78,Luxury,Emirates,Boutique Hotel,Spring,Walking Tour,On Arrival,1,Cultural,2772.2
TRIP-000243,Marrakech,Morocco,Africa,31.6295,-7.9811,MAD,20-12-2018,18,8,278.1,2224.8,Family,Air India,Homestay,Summer,Walking Tour,On Arrival,2.5,Photography,4444.8
TRIP-000244,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,11-03-2020,24,9,7652.73,68874.57,Group Tour,Emirates,Hostel,Autumn,Flight,On Arrival,2.5,Sightseeing,2343.4
TRIP-000245,Split,Croatia,Europe,43.5081,16.4402,EUR,22-03-2022,28,5,1218.7,6093.5,Group Tour,ANA,5-Star Hotel,Summer,Cruise,Tourist Visa,5,Sightseeing,14748.4
TRIP-000246,Maldives,Maldives,Asia,3.2028,73.2207,MVR,30-10-2023,14,6,4692.89,28157.34,Luxury,Singapore Airlines,Boutique Hotel,Spring,Flight,Visa Free,1.5,Hiking,8753.5
TRIP-000247,Santorini,Greece,Europe,36.3932,25.4615,EUR,09-04-2021,9,6,9275.21,55651.26,Solo,British Airways,Guest House,Autumn,Car Rental,Tourist Visa,4,Food Tour,10540.8
TRIP-000248,Berlin,Germany,Europe,52.52,13.405,EUR,22-07-2024,4,3,1235.45,3706.35,Group Tour,Qatar Airways,Camping,Autumn,Car Rental,Visa Free,4.5,Cultural,7044.2
TRIP-000249,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,21-12-2020,28,2,1086.12,2172.24,Budget,Emirates,Hostel,Autumn,Bus,Tourist Visa,3,Food Tour,12413.2
TRIP-000250,Mexico City,Mexico,North America,19.4326,-99.1332,MXN,12-06-2022,17,1,6836.4,6836.4,Adventure,Emirates,Boutique Hotel,Winter,Car Rental,Tourist Visa,3,Skiing,12319.3
TRIP-000251,Cairo,Egypt,Africa,30.0444,31.2357,EGP,27-07-2019,4,1,804.36,804.36,Group Tour,British Airways,4-Star Hotel,Autumn,Train,Tourist Visa,2.5,Beach,2047.7
TRIP-000252,Shanghai,China,Asia,31.2304,121.4737,CNY,22-12-2022,26,3,1101.39,3304.17,Backpacking,Emirates,3-Star Hotel,Winter,Bicycle,Visa Free,3.5,Sightseeing,1925.7
TRIP-000253,Lima,Peru,South America,-12.0464,-77.0428,PEN,14-10-2022,6,6,2304.22,13825.32,Backpacking,Korean Air,3-Star Hotel,Spring,Car Rental,Transit Visa,2,Cultural,4197.2
TRIP-000254,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,15-08-2022,29,9,4894.5,44050.5,Adventure,Turkish Airlines,Hostel,Summer,Flight,Visa Free,1.5,Shopping,4268.7
TRIP-000255,Ho Chi Minh City,Vietnam,Asia,10.8231,106.6297,VND,09-02-2024,26,8,3571.53,28572.24,Family,Singapore Airlines,5-Star Hotel,Autumn,Car Rental,Tourist Visa,5,Cultural,4891.9
TRIP-000256,Barcelona,Spain,Europe,41.3851,2.1734,EUR,17-04-2023,17,6,7715.05,46290.3,Leisure,Lufthansa,Hostel,Autumn,Flight,Business Visa,2.5,Photography,14612.3
TRIP-000257,Bogota,Colombia,South America,4.711,-74.0721,COP,24-12-2021,30,3,1925.78,5777.34,Solo,Korean Air,Homestay,Spring,Motorbike,E-Visa,3.5,Photography,12112.5
TRIP-000258,Vienna,Austria,Europe,48.2082,16.3738,EUR,25-04-2024,7,8,5512.82,44102.56,Leisure,Emirates,Hostel,Summer,Flight,E-Visa,2,Skiing,7407.5
TRIP-000259,Paris,France,Europe,48.8566,2.3522,EUR,20-09-2021,30,10,2174.35,21743.5,Adventure,Korean Air,Resort,Spring,Flight,Business Visa,2,Photography,5177.3
TRIP-000260,Sao Paulo,Brazil,South America,-23.5505,-46.6333,BRL,04-08-2019,25,2,8495.51,16991.02,Solo,Air India,Boutique Hotel,Spring,Motorbike,On Arrival,3.5,Shopping,14412.3
TRIP-000261,Berlin,Germany,Europe,52.52,13.405,EUR,08-10-2019,24,7,7960.06,55720.42,Adventure,Air India,Camping,Autumn,Car Rental,Transit Visa,4.5,Photography,9772.8
TRIP-000262,Athens,Greece,Europe,37.9838,23.7275,EUR,30-03-2022,10,5,1448.01,7240.05,Budget,Turkish Airlines,Homestay,Spring,Bus,E-Visa,1,Shopping,14236.9
TRIP-000263,Johannesburg,South Africa,Africa,-26.2041,28.0473,ZAR,23-06-2020,21,10,1220.28,12202.8,Leisure,Lufthansa,Resort,Autumn,Bus,Transit Visa,4.5,Beach,2195.6
TRIP-000264,Sao Paulo,Brazil,South America,-23.5505,-46.6333,BRL,07-10-2021,15,1,2799.08,2799.08,Solo,Air France,4-Star Hotel,Spring,Flight,Visa Free,2.5,Skiing,10428.3
TRIP-000265,Quito,Ecuador,South America,-0.1807,-78.4678,USD,15-09-2022,6,7,5032.2,35225.4,Group Tour,Qatar Airways,Guest House,Summer,Bus,Visa Free,4,Beach,5333.3
TRIP-000266,Dubai,UAE,Middle East,25.2048,55.2708,AED,22-04-2021,1,6,2759.05,16554.3,Adventure,Korean Air,Boutique Hotel,Summer,Train,E-Visa,1.5,Beach,1205.6
